40386	1
40388	1
40398	1
40406	1
40408	1
40409	1
40411	3
40423	3
40424	3
40425	4
40426	4
40427	1
40428	5
40429	2
40430	4
40431	2
40432	5
40433	2
40434	1
40435	3
40436	6
40437	1
40438	8
40439	6
40440	9
40441	9
40442	11
40443	13
40444	18
40445	18
40446	25
40447	12
40448	8
40449	13
40450	23
40451	18
40452	41
40453	31
40454	31
40455	51
40456	32
40457	43
40458	40
40459	38
40460	38
40461	54
40462	43
40463	30
40464	49
40465	33
40466	38
40467	48
40468	43
40469	45
40470	54
40471	50
40472	51
40473	49
40474	32
40475	44
40476	34
40477	27
40478	35
40479	35
40480	30
40481	35
40482	36
40483	30
40484	34
40485	29
40486	31
40487	44
40488	40
40489	40
40490	49
40491	49
40492	63
40493	46
40494	33
40495	44
40496	29
40497	34
40498	24
40499	19
40500	9
40501	23
40502	12
40503	17
40504	12
40505	12
40506	9
40507	7
40508	8
40509	8
40510	9
40511	5
40512	4
40513	6
40514	4
40515	7
40516	7
40517	2
40518	5
40519	5
40520	4
40521	2
40522	4
40523	1
40524	1
40525	3
40526	1
40527	1
40528	2
40529	2
40530	3
40531	2
40532	1
40539	1
40540	1
40543	2
