40384	1
40416	1
40420	1
40422	1
40427	3
40429	1
40430	1
40433	2
40435	1
40437	2
40439	1
40440	6
40441	4
40442	6
40443	2
40444	4
40445	5
40447	4
40448	2
40449	1
40450	9
40451	4
40452	5
40453	9
40454	5
40455	2
40456	3
40457	8
40458	8
40459	6
40460	5
40461	7
40462	4
40464	4
40465	2
40466	8
40467	9
40468	7
40469	6
40470	7
40471	10
40472	11
40473	7
40474	7
40475	5
40476	5
40477	6
40478	6
40479	6
40480	3
40481	4
40482	4
40483	9
40484	9
40485	9
40486	4
40487	7
40488	7
40489	7
40490	4
40491	1
40492	5
40493	15
40494	8
40495	8
40496	2
40497	5
40498	4
40499	3
40500	2
40501	5
40502	1
40503	2
40504	1
40505	2
40506	3
40507	4
40508	2
40510	1
40511	2
40513	2
40514	1
40516	2
40517	1
40518	1
40521	1
40522	1
40524	1
40527	1
40530	3
40531	1
40536	1
40540	1
40543	1
