4,1
18,1
19,1
27,1
28,2
29,3
30,2
32,1
33,6
35,10
36,23
37,27
38,103
39,146
40,273
41,295
42,324
43,240
44,244
45,324
46,150
47,73
48,42
49,23
50,13
51,3
52,4
